46f2e964ae16f5c27fad70d6849c76616fad7502.flv,46f2e964ae16f5c27fad70d6849c76616fad7502.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)(43, 43)(44, 44)(45, 45)(46, 46)(47, 47)
46f2e964ae16f5c27fad70d6849c76616fad7502.flv,5f6527456bf2b4c460737a1c222dbd0e70009030.flv	(6, 0)(7, 1)(8, 2)(9, 4)(10, 5)(11, 6)(13, 8)(15, 12)(16, 13)(17, 14)(18, 15)(20, 17)(21, 18)(23, 21)(24, 22)(25, 23)(27, 25)(28, 26)(29, 27)(33, 33)(34, 34)(35, 35)(37, 36)(38, 37)(40, 39)(43, 43)
46f2e964ae16f5c27fad70d6849c76616fad7502.flv,6171d3d87ae377e497199554033bca96a263277b.mp4	(6, 0)(7, 1)(8, 2)(9, 4)(10, 5)(11, 6)(15, 11)(16, 12)(17, 13)(18, 14)(20, 16)(21, 17)(23, 20)(24, 21)(25, 22)(27, 24)(28, 25)(29, 26)(33, 32)(34, 33)(35, 34)(37, 35)(38, 36)(39, 38)(43, 42)
46f2e964ae16f5c27fad70d6849c76616fad7502.flv,904c8ebf782357ae78ebd205fe3428ad76b975a5.flv	(21, 0)(22, 1)(23, 2)(24, 3)(25, 4)(26, 5)(27, 6)(28, 7)(29, 8)(31, 12)(33, 13)(34, 15)(35, 16)(37, 17)(38, 18)(39, 19)(40, 20)(41, 21)(42, 22)(43, 23)(44, 24)
46f2e964ae16f5c27fad70d6849c76616fad7502.flv,b41c61fb756014444b7974ef25f2c76d5c3b42e4.flv	(6, 0)(7, 1)(8, 2)(9, 4)(10, 5)(11, 6)(12, 7)(13, 8)(14, 9)(15, 12)(16, 13)(18, 15)(19, 16)(20, 17)(21, 18)(22, 20)(23, 21)(24, 22)(25, 23)(26, 24)(27, 25)(28, 26)(29, 27)(30, 28)(31, 30)(32, 31)(37, 36)(38, 37)(39, 38)(40, 39)(42, 42)(43, 43)
5f6527456bf2b4c460737a1c222dbd0e70009030.flv,5f6527456bf2b4c460737a1c222dbd0e70009030.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)(43, 43)
5f6527456bf2b4c460737a1c222dbd0e70009030.flv,6171d3d87ae377e497199554033bca96a263277b.mp4	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(8, 7)(9, 8)(10, 9)(11, 10)(12, 11)(13, 12)(14, 13)(15, 14)(16, 15)(17, 16)(18, 17)(19, 18)(20, 19)(21, 20)(22, 21)(23, 22)(24, 23)(25, 24)(26, 25)(27, 26)(29, 28)(30, 29)(31, 30)(32, 31)(33, 32)(34, 33)(35, 34)(36, 35)(37, 36)(38, 37)(39, 38)(40, 39)(41, 40)(42, 41)(43, 42)
5f6527456bf2b4c460737a1c222dbd0e70009030.flv,904c8ebf782357ae78ebd205fe3428ad76b975a5.flv	(20, 1)(21, 2)(22, 3)(23, 4)(24, 5)(25, 6)(26, 7)(27, 8)(28, 10)(29, 11)(30, 12)(33, 13)(34, 15)(35, 16)(36, 17)(37, 18)(43, 23)
5f6527456bf2b4c460737a1c222dbd0e70009030.flv,b41c61fb756014444b7974ef25f2c76d5c3b42e4.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(8, 8)(9, 9)(10, 10)(12, 12)(13, 13)(14, 14)(17, 17)(18, 18)(21, 21)(22, 22)(23, 23)(25, 25)(27, 27)(33, 32)(34, 33)(35, 34)(36, 36)(43, 43)
6171d3d87ae377e497199554033bca96a263277b.mp4,6171d3d87ae377e497199554033bca96a263277b.mp4	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)
