46f2e964ae16f5c27fad70d6849c76616fad7502.flv,46f2e964ae16f5c27fad70d6849c76616fad7502.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)(43, 43)(44, 44)(45, 45)(46, 46)(47, 47)(48, 48)(49, 49)(50, 50)(51, 51)(52, 52)
46f2e964ae16f5c27fad70d6849c76616fad7502.flv,5f6527456bf2b4c460737a1c222dbd0e70009030.flv	(10, 1)(11, 2)(12, 3)(13, 4)(14, 5)(15, 6)(16, 7)(17, 8)(18, 9)(19, 10)(20, 11)(21, 12)(22, 13)(24, 15)(25, 16)(27, 18)(28, 19)(29, 20)(31, 22)(32, 23)(33, 24)(34, 25)(36, 27)(47, 31)
46f2e964ae16f5c27fad70d6849c76616fad7502.flv,6171d3d87ae377e497199554033bca96a263277b.mp4	(10, 1)(11, 2)(12, 3)(13, 4)(14, 5)(15, 6)(16, 7)(17, 8)(18, 9)(19, 10)(20, 11)(21, 12)(22, 13)(24, 15)(25, 16)(27, 18)(28, 19)(29, 20)(31, 22)(32, 23)(33, 24)(34, 25)(36, 27)(42, 29)(47, 33)
46f2e964ae16f5c27fad70d6849c76616fad7502.flv,904c8ebf782357ae78ebd205fe3428ad76b975a5.flv	(25, 0)(26, 1)(27, 2)(28, 3)(29, 4)(30, 5)(31, 6)(32, 7)(33, 8)(34, 9)(35, 10)(36, 11)(37, 12)(38, 14)(41, 15)(42, 16)(43, 17)(44, 18)(45, 19)(46, 20)(47, 21)(48, 22)
46f2e964ae16f5c27fad70d6849c76616fad7502.flv,b41c61fb756014444b7974ef25f2c76d5c3b42e4.flv	(10, 1)(11, 2)(12, 3)(13, 4)(14, 5)(15, 6)(16, 7)(17, 8)(18, 9)(19, 10)(20, 11)(22, 13)(23, 14)(24, 15)(25, 16)(26, 17)(27, 18)(28, 19)(29, 20)(30, 21)(31, 22)(32, 23)(33, 24)(34, 25)(35, 26)(45, 29)(46, 30)(47, 31)
5f6527456bf2b4c460737a1c222dbd0e70009030.flv,5f6527456bf2b4c460737a1c222dbd0e70009030.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)
5f6527456bf2b4c460737a1c222dbd0e70009030.flv,6171d3d87ae377e497199554033bca96a263277b.mp4	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 31)(30, 32)(31, 33)
5f6527456bf2b4c460737a1c222dbd0e70009030.flv,904c8ebf782357ae78ebd205fe3428ad76b975a5.flv	(16, 0)(17, 1)(18, 2)(19, 3)(20, 4)(21, 5)(22, 6)(23, 7)(24, 8)(25, 9)(27, 11)(31, 21)
5f6527456bf2b4c460737a1c222dbd0e70009030.flv,b41c61fb756014444b7974ef25f2c76d5c3b42e4.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(15, 15)(16, 16)(18, 18)(19, 19)(20, 20)(22, 22)(24, 24)(25, 25)(27, 26)(28, 28)(29, 29)(31, 31)
6171d3d87ae377e497199554033bca96a263277b.mp4,6171d3d87ae377e497199554033bca96a263277b.mp4	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)
6171d3d87ae377e497199554033bca96a263277b.mp4,904c8ebf782357ae78ebd205fe3428ad76b975a5.flv	(16, 0)(17, 1)(18, 2)(19, 3)(20, 4)(21, 5)(22, 6)(23, 7)(24, 8)(25, 9)(27, 11)(29, 16)(33, 21)
6171d3d87ae377e497199554033bca96a263277b.mp4,b41c61fb756014444b7974ef25f2c76d5c3b42e4.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(15, 15)(16, 16)(18, 18)(19, 19)(20, 20)(22, 22)(24, 24)(25, 25)(27, 26)(31, 29)(33, 31)
