2ba013a3f6fa57793c242766e27ec77d001fe03a.flv,2ba013a3f6fa57793c242766e27ec77d001fe03a.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)(43, 43)(44, 44)(45, 45)(46, 46)(47, 47)(48, 48)(49, 49)(50, 50)(51, 51)(52, 52)(53, 53)(54, 54)(55, 55)(56, 56)(57, 57)(58, 58)(59, 59)(60, 60)(61, 61)(62, 62)(63, 63)(64, 64)(65, 65)(66, 66)(67, 67)(68, 68)(69, 69)(70, 70)(71, 71)(72, 72)(73, 73)(74, 74)(75, 75)(76, 76)(77, 77)(78, 78)(79, 79)(80, 80)(81, 81)(82, 82)(83, 83)(84, 84)(85, 85)(86, 86)(87, 87)(88, 88)(89, 89)(90, 90)(91, 91)(92, 92)(93, 93)(94, 94)(95, 95)
2ba013a3f6fa57793c242766e27ec77d001fe03a.flv,38f11a4162d8e94227ac644f117f942735b9a504.mp4	(0, 1)(1, 2)
2ba013a3f6fa57793c242766e27ec77d001fe03a.flv,38f11a4162d8e94227ac644f117f942735b9a504.mp4	(3, 14)(5, 16)(6, 17)(7, 18)(8, 19)(9, 20)(10, 21)(11, 22)(12, 23)(13, 24)(14, 25)(17, 27)(19, 28)(20, 29)(26, 32)(27, 33)(28, 34)(31, 37)(33, 40)(34, 41)(35, 42)(38, 45)(39, 46)(41, 48)(42, 49)(43, 50)(45, 51)(46, 53)(47, 54)(48, 55)(50, 56)(51, 57)(56, 59)(57, 60)(58, 61)(60, 62)(64, 65)(65, 66)(66, 67)(69, 69)(70, 70)(71, 71)(72, 72)(73, 73)(74, 74)(77, 77)(78, 78)(79, 79)(80, 80)(81, 81)(84, 83)(85, 84)(86, 85)(88, 87)(89, 88)(90, 89)
2ba013a3f6fa57793c242766e27ec77d001fe03a.flv,39c96fc7117a0ff1fdc02637285c13d8efe7ce93.flv	(0, 0)(1, 1)(8, 5)(10, 8)(11, 10)(14, 16)(15, 17)(19, 20)(25, 23)(28, 24)(33, 26)(37, 27)(41, 31)(47, 36)(49, 41)(52, 45)(53, 46)(60, 53)(61, 56)(63, 61)(64, 63)(66, 65)(67, 66)(69, 67)(78, 73)(80, 74)(81, 75)(82, 76)
2ba013a3f6fa57793c242766e27ec77d001fe03a.flv,7caa7fcef0e0b17725a0bda8b101d819e6ca2dbd.flv	(0, 0)(1, 1)(8, 5)(10, 8)(11, 10)(14, 16)(15, 17)(19, 20)(25, 23)(28, 24)(33, 26)(37, 27)(41, 31)(47, 36)(49, 41)(52, 45)(53, 46)(60, 53)(61, 56)(63, 61)(64, 63)(66, 65)(67, 66)(69, 67)(78, 73)(80, 74)(81, 75)(82, 76)
2ba013a3f6fa57793c242766e27ec77d001fe03a.flv,9ac82ed37390f45bdc81b699c53085b29143ee70.flv	(12, 1)(13, 2)(17, 5)(20, 6)(22, 7)(25, 9)(26, 10)(32, 13)(33, 14)(35, 16)(36, 17)(37, 18)(38, 20)(40, 21)(43, 23)(51, 30)(56, 34)(60, 35)(65, 40)(71, 44)(72, 46)(76, 48)(77, 49)(80, 51)(82, 52)(83, 54)(84, 55)
2ba013a3f6fa57793c242766e27ec77d001fe03a.flv,be51784c0b0676bf487376af362b088922efa954.flv	(1, 0)
2ba013a3f6fa57793c242766e27ec77d001fe03a.flv,be51784c0b0676bf487376af362b088922efa954.flv	(1, 12)(2, 12)(3, 13)(5, 14)(6, 15)(7, 16)(8, 17)(9, 18)(10, 19)(11, 20)(12, 21)(13, 22)(14, 23)(15, 24)(20, 26)(25, 28)(26, 29)(28, 30)(31, 32)(32, 33)(33, 34)(34, 35)(36, 37)(37, 38)(38, 39)(45, 45)(46, 46)(47, 47)(48, 48)(51, 49)(53, 50)
2ba013a3f6fa57793c242766e27ec77d001fe03a.flv,bf582249cfc79d691195a8681961029cc5149a76.flv	(28, 0)(29, 1)(30, 2)(31, 3)(32, 4)(33, 5)(34, 6)(35, 7)(36, 8)(38, 10)(39, 11)(41, 13)
2ba013a3f6fa57793c242766e27ec77d001fe03a.flv,d2f4aca96d44a144b12abc300b781b8ff8bb0842.flv	(0, 1)(1, 2)
