1c30bd1429c68113b2e9adc4e080488d743b14df.flv,1c30bd1429c68113b2e9adc4e080488d743b14df.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)(43, 43)(44, 44)(45, 45)(46, 46)(47, 47)(48, 48)(49, 49)(50, 50)(51, 51)(52, 52)(53, 53)(54, 54)(55, 55)(56, 56)(57, 57)(58, 58)(59, 59)(60, 60)(61, 61)(62, 62)(63, 63)(64, 64)(65, 65)(66, 66)(67, 67)(68, 68)(69, 69)(70, 70)(71, 71)(72, 72)(73, 73)
1c30bd1429c68113b2e9adc4e080488d743b14df.flv,1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv	(36, 1)(39, 3)(44, 5)(61, 8)(62, 9)(65, 11)(68, 12)
1c30bd1429c68113b2e9adc4e080488d743b14df.flv,1e0136fbd902af54aa012949158c995b75f9b443.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(15, 16)(16, 17)(17, 18)(18, 20)(19, 21)(20, 22)(21, 23)(22, 24)(23, 25)(24, 26)(25, 27)(26, 28)(27, 29)(28, 30)(29, 31)(30, 32)(31, 33)(32, 34)(33, 35)(34, 36)(35, 37)(36, 38)(37, 39)(38, 40)(40, 44)(41, 45)(42, 46)(43, 47)(44, 48)(45, 49)(47, 51)(48, 53)(50, 54)(51, 55)(52, 56)(54, 58)(55, 59)(56, 60)(57, 61)(58, 62)(59, 63)(60, 64)(61, 65)(62, 66)(63, 67)
1c30bd1429c68113b2e9adc4e080488d743b14df.flv,1e65b3cc99734d5b44474fd883a58e27e7644360.flv	(3, 1)(4, 2)(5, 2)(6, 3)(7, 4)(8, 5)(9, 6)(10, 7)(12, 9)(13, 10)(14, 11)(15, 13)(16, 14)(17, 15)(20, 18)(21, 20)(23, 21)(24, 22)(25, 23)(26, 24)(27, 25)(28, 26)(30, 28)(31, 29)(32, 30)(33, 31)(34, 32)(35, 33)(36, 34)(38, 35)(39, 37)(40, 38)(41, 39)(44, 42)(45, 43)(46, 44)(47, 45)(50, 47)(52, 49)
1c30bd1429c68113b2e9adc4e080488d743b14df.flv,28e2a70b9a97f4f501ec673368cdd9caa1d00831.flv	(0, 58)(1, 59)(3, 61)(6, 62)(7, 63)(8, 64)(9, 65)(12, 67)(13, 68)(15, 70)(16, 71)(17, 72)(20, 75)(22, 77)(24, 79)(25, 80)(26, 81)(27, 82)(28, 83)(29, 84)(30, 85)(33, 89)(35, 91)(36, 92)(37, 93)(39, 96)(41, 98)(42, 99)(43, 100)(44, 101)(47, 105)(48, 107)(49, 108)(50, 109)(51, 110)(52, 111)
1c30bd1429c68113b2e9adc4e080488d743b14df.flv,4dd842508699d66636298376da31208a2e029c61.flv	(1, 22)(2, 23)(3, 24)(6, 26)(7, 27)(9, 29)(10, 30)(12, 32)(13, 33)(15, 35)(16, 36)(17, 37)(20, 39)(21, 40)(22, 41)(23, 42)(27, 44)(28, 45)(30, 46)(32, 47)(33, 48)(34, 49)(35, 50)(36, 51)(39, 53)(40, 54)(41, 55)(43, 56)(44, 57)(46, 58)(47, 59)(50, 60)(51, 61)(52, 62)(53, 63)(56, 65)
1c30bd1429c68113b2e9adc4e080488d743b14df.flv,51dabd8f940a75182408db600fa74a5cfc9b3d29.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(12, 12)(13, 13)(15, 15)(16, 17)(17, 18)(18, 20)(19, 21)(20, 22)(22, 24)(24, 26)(25, 27)(26, 28)(27, 29)(28, 30)(29, 31)(30, 32)(32, 34)(33, 35)(35, 37)(36, 38)(37, 39)(41, 45)(46, 49)(47, 51)(48, 52)(49, 53)(50, 54)(52, 56)(53, 57)(54, 58)(55, 59)(58, 62)(59, 63)(60, 64)(61, 65)(62, 66)(63, 67)
1c30bd1429c68113b2e9adc4e080488d743b14df.flv,74c3753f0751b532dd29c947777e5825dd3b2392.flv	(1, 10)(2, 11)(3, 12)(4, 14)(5, 15)(6, 16)(7, 17)(8, 18)(9, 19)(10, 20)(11, 21)(12, 22)(13, 23)(14, 24)(16, 27)(17, 28)(18, 29)(19, 29)(20, 30)(21, 31)(22, 32)(23, 33)(24, 34)(25, 35)(26, 36)(27, 37)(28, 38)(29, 39)(30, 40)(32, 41)(33, 42)(34, 43)(35, 44)(36, 45)(38, 46)(39, 47)(41, 49)(43, 50)(44, 51)(46, 52)(47, 53)(49, 54)(50, 55)(51, 56)(52, 57)(53, 58)(54, 59)(55, 60)(56, 61)(57, 62)(58, 63)(59, 64)(60, 65)(61, 66)(62, 67)(63, 68)(64, 69)(65, 70)
1c30bd1429c68113b2e9adc4e080488d743b14df.flv,834a827de29c3955ab8cb0d7bf800bcb64acf555.flv	(3, 1)(4, 2)(5, 2)(6, 3)(7, 4)(8, 5)(9, 6)(10, 7)(12, 9)(13, 10)(14, 11)(15, 13)(16, 14)(17, 15)(19, 17)(20, 18)(21, 20)(23, 21)(24, 22)(25, 23)(26, 24)(27, 25)(28, 26)(30, 28)(31, 29)(32, 30)(33, 31)(34, 32)(35, 33)(36, 34)(38, 35)(39, 38)(40, 39)(41, 40)(44, 43)(45, 44)(47, 46)(48, 48)(50, 49)(52, 51)
1c30bd1429c68113b2e9adc4e080488d743b14df.flv,8dab37af058628a51bd4b7e0a5a0c1cd5234f6ac.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 40)(40, 41)(41, 42)(42, 43)(43, 44)(44, 45)(45, 46)(46, 47)(47, 48)(48, 50)(49, 51)(50, 52)(51, 53)(52, 54)(53, 55)(54, 56)(55, 57)(56, 58)(57, 59)(58, 60)(59, 61)(60, 62)(61, 63)(62, 64)(63, 65)(64, 66)(65, 67)(66, 68)(67, 69)(68, 70)(69, 72)(70, 73)(71, 74)(72, 75)(73, 77)
1c30bd1429c68113b2e9adc4e080488d743b14df.flv,b97bd2c745407e22c671d36b64a5be29659aa0ba.mp4	(44, 15)(47, 18)(48, 19)(50, 21)
1c30bd1429c68113b2e9adc4e080488d743b14df.flv,d821d4ffbf4f727e376164e2ad149757b70d0579.flv	(1, 23)(2, 24)(3, 25)(6, 27)(7, 28)(9, 30)(10, 31)(12, 32)(13, 33)(14, 34)(15, 36)(16, 37)(17, 38)(20, 40)(22, 41)(23, 42)(24, 43)(25, 44)(26, 45)(27, 46)(28, 47)(29, 48)(30, 49)(32, 50)(33, 51)(34, 52)(35, 53)(36, 54)(39, 56)(40, 57)(41, 58)(43, 59)(44, 60)(46, 61)(47, 63)(48, 64)(50, 65)(51, 66)(52, 67)(53, 68)(54, 69)(55, 70)
1c30bd1429c68113b2e9adc4e080488d743b14df.flv,e7d95916555f9a89b377a0e9f94087416c8f9914.flv	(1, 23)(2, 24)(3, 25)(6, 27)(7, 28)(9, 30)(10, 31)(12, 32)(13, 33)(14, 34)(15, 36)(16, 37)(17, 38)(20, 40)(22, 41)(23, 42)(24, 43)(25, 44)(26, 45)(27, 46)(28, 47)(29, 48)(30, 49)(32, 50)(33, 51)(34, 52)(35, 53)(36, 54)(39, 56)(40, 57)(41, 58)(43, 59)(44, 60)(46, 61)(47, 63)(48, 64)(50, 65)(51, 66)(52, 67)(53, 68)(54, 69)(55, 70)
1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv,1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)
1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv,1e0136fbd902af54aa012949158c995b75f9b443.flv	(0, 34)(1, 35)(2, 36)(3, 37)(4, 38)(5, 40)(7, 45)(8, 46)(9, 47)(10, 48)(11, 49)(13, 51)(14, 53)(15, 54)(17, 56)
1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv,1e65b3cc99734d5b44474fd883a58e27e7644360.flv	(0, 30)(1, 31)(2, 32)(3, 33)(4, 34)(6, 37)(7, 39)(8, 40)(9, 41)(10, 42)(11, 43)(12, 44)(13, 45)(15, 47)(16, 48)(17, 49)
1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv,28e2a70b9a97f4f501ec673368cdd9caa1d00831.flv	(0, 88)(1, 89)(2, 90)(3, 91)(4, 92)(6, 96)(7, 98)(8, 99)(9, 100)(10, 101)(11, 102)(14, 107)(15, 109)
1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv,4dd842508699d66636298376da31208a2e029c61.flv	(0, 47)(1, 48)(2, 49)(3, 50)(4, 51)(6, 53)(7, 55)(9, 56)(10, 57)(13, 59)(15, 60)(16, 61)(17, 62)
1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv,51dabd8f940a75182408db600fa74a5cfc9b3d29.flv	(0, 34)(1, 35)(2, 36)(3, 37)(4, 38)(5, 40)(7, 45)(8, 46)(9, 47)(10, 48)(11, 49)(13, 51)(14, 53)(15, 54)(17, 56)
1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv,74c3753f0751b532dd29c947777e5825dd3b2392.flv	(0, 41)(1, 42)(2, 43)(3, 44)(4, 45)(6, 47)(7, 49)(13, 53)(17, 56)
1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv,834a827de29c3955ab8cb0d7bf800bcb64acf555.flv	(0, 30)(1, 31)(2, 32)(3, 33)(4, 34)(6, 38)(7, 40)(8, 41)(9, 42)(10, 43)(11, 44)(13, 46)(15, 49)(16, 50)(17, 51)
1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv,8dab37af058628a51bd4b7e0a5a0c1cd5234f6ac.flv	(0, 32)(1, 33)(2, 34)(3, 35)(4, 36)(5, 38)(6, 40)(7, 42)(8, 43)(9, 44)(10, 45)(11, 46)(12, 47)(13, 48)(15, 52)(17, 54)
1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv,b97bd2c745407e22c671d36b64a5be29659aa0ba.mp4	(10, 15)(11, 16)(15, 21)
1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv,d821d4ffbf4f727e376164e2ad149757b70d0579.flv	(0, 50)(1, 51)(2, 52)(3, 53)(4, 54)(6, 56)(10, 59)(13, 63)(15, 65)(17, 67)
1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv,e7d95916555f9a89b377a0e9f94087416c8f9914.flv	(0, 50)(1, 51)(2, 52)(3, 53)(4, 54)(6, 56)(7, 58)(11, 61)(13, 63)(15, 65)(16, 66)(17, 67)
1e0136fbd902af54aa012949158c995b75f9b443.flv,1e0136fbd902af54aa012949158c995b75f9b443.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)(43, 43)(44, 44)(45, 45)(46, 46)(47, 47)(48, 48)(49, 49)(50, 50)(51, 51)(52, 52)(53, 53)(54, 54)(55, 55)(56, 56)(57, 57)(58, 58)(59, 59)(60, 60)(61, 61)(62, 62)(63, 63)(64, 64)(65, 65)(66, 66)(67, 67)
1e0136fbd902af54aa012949158c995b75f9b443.flv,1e65b3cc99734d5b44474fd883a58e27e7644360.flv	(3, 1)(4, 2)(5, 2)(6, 3)(7, 4)(8, 5)(9, 6)(10, 7)(12, 9)(13, 10)(14, 11)(15, 12)(16, 13)(17, 14)(18, 15)(22, 18)(23, 20)(25, 21)(26, 22)(27, 23)(28, 24)(29, 25)(30, 26)(32, 28)(33, 29)(34, 30)(35, 31)(37, 33)(38, 34)(40, 35)(41, 36)(43, 37)(44, 38)(45, 39)(48, 42)(49, 43)(50, 44)(51, 45)(52, 46)(54, 47)(56, 49)
1e0136fbd902af54aa012949158c995b75f9b443.flv,28e2a70b9a97f4f501ec673368cdd9caa1d00831.flv	(0, 58)(3, 60)(6, 62)(9, 63)(16, 68)(18, 69)(20, 71)(21, 72)(30, 76)(31, 77)(32, 78)(36, 83)(38, 85)(42, 88)(45, 92)(46, 93)(47, 94)(48, 95)(54, 98)(56, 100)(58, 101)(60, 104)(65, 109)(66, 110)(67, 111)
1e0136fbd902af54aa012949158c995b75f9b443.flv,4dd842508699d66636298376da31208a2e029c61.flv	(1, 22)(2, 23)(3, 24)(6, 26)(7, 27)(9, 29)(11, 30)(12, 32)(13, 33)(15, 34)(16, 35)(17, 36)(18, 37)(22, 39)(23, 40)(24, 41)(25, 42)(29, 44)(30, 45)(32, 46)(34, 47)(35, 48)(36, 49)(37, 50)(38, 51)(44, 54)(45, 55)(47, 56)(48, 57)(49, 58)(51, 59)(54, 60)(55, 61)(56, 62)(60, 65)
1e0136fbd902af54aa012949158c995b75f9b443.flv,51dabd8f940a75182408db600fa74a5cfc9b3d29.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)(43, 43)(44, 44)(45, 45)(46, 46)(47, 47)(48, 48)(49, 49)(50, 50)(51, 51)(52, 52)(53, 53)(54, 54)(55, 55)(56, 56)(57, 57)(58, 58)(59, 59)(60, 60)(61, 61)(62, 62)(63, 63)(64, 64)(65, 65)(66, 66)(67, 67)
1e0136fbd902af54aa012949158c995b75f9b443.flv,74c3753f0751b532dd29c947777e5825dd3b2392.flv	(1, 10)(2, 11)(3, 12)(4, 14)(5, 15)(6, 16)(7, 17)(8, 18)(9, 19)(10, 20)(11, 21)(12, 22)(13, 23)(15, 25)(16, 26)(17, 27)(18, 28)(20, 29)(22, 30)(23, 31)(24, 32)(25, 33)(26, 34)(27, 35)(28, 36)(29, 37)(30, 38)(31, 39)(32, 40)(34, 41)(35, 42)(36, 43)(37, 44)(38, 45)(40, 46)(41, 47)(43, 48)(45, 49)(47, 50)(48, 51)(49, 52)(51, 53)(54, 55)(55, 56)(56, 57)(58, 59)(59, 60)(60, 61)(61, 62)(62, 63)(63, 64)(64, 65)(65, 66)(66, 67)(67, 68)
1e0136fbd902af54aa012949158c995b75f9b443.flv,834a827de29c3955ab8cb0d7bf800bcb64acf555.flv	(3, 1)(4, 2)(5, 2)(6, 3)(7, 4)(8, 5)(9, 6)(10, 7)(12, 9)(13, 10)(14, 11)(15, 12)(16, 13)(17, 14)(18, 15)(21, 17)(22, 18)(23, 20)(25, 21)(26, 22)(27, 23)(28, 24)(29, 25)(30, 26)(32, 28)(33, 29)(34, 30)(35, 31)(37, 33)(38, 34)(40, 35)(41, 36)(42, 37)(43, 38)(44, 39)(45, 40)(48, 43)(49, 44)(50, 45)(51, 46)(52, 47)(53, 48)(54, 49)(56, 51)
