09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)(43, 43)(44, 44)(45, 45)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,0bd7440f5fdf08fa30d2281f111ed4ae97d836a4.flv	(5, 0)(6, 1)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,0bd7440f5fdf08fa30d2281f111ed4ae97d836a4.flv	(5, 0)(8, 5)(13, 8)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,0bd7440f5fdf08fa30d2281f111ed4ae97d836a4.flv	(16, 9)(18, 11)(21, 14)(23, 15)(24, 17)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,0bd7440f5fdf08fa30d2281f111ed4ae97d836a4.flv	(25, 23)(26, 24)(27, 26)(32, 32)(33, 33)(34, 34)(36, 36)(37, 39)(38, 40)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,18f317405a4f8e49e546b3f4df689030a1f6664c.flv	(5, 20)(7, 21)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,18f317405a4f8e49e546b3f4df689030a1f6664c.flv	(7, 23)(8, 24)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,18f317405a4f8e49e546b3f4df689030a1f6664c.flv	(18, 44)(19, 45)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,18f317405a4f8e49e546b3f4df689030a1f6664c.flv	(21, 55)(22, 57)(23, 58)(24, 59)(25, 60)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,18f317405a4f8e49e546b3f4df689030a1f6664c.flv	(26, 68)(27, 70)(29, 72)(30, 74)(31, 75)(32, 76)(33, 77)(34, 78)(36, 79)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,18f317405a4f8e49e546b3f4df689030a1f6664c.flv	(34, 107)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,2bdf8029b38735a992a56e32cfc81466eea81286.flv	(5, 20)(7, 21)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,2bdf8029b38735a992a56e32cfc81466eea81286.flv	(7, 23)(8, 24)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,2bdf8029b38735a992a56e32cfc81466eea81286.flv	(18, 44)(19, 45)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,2bdf8029b38735a992a56e32cfc81466eea81286.flv	(21, 55)(22, 57)(23, 58)(24, 59)(25, 60)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,2bdf8029b38735a992a56e32cfc81466eea81286.flv	(26, 68)(27, 70)(29, 72)(30, 74)(31, 75)(32, 76)(33, 77)(34, 78)(36, 79)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,2bdf8029b38735a992a56e32cfc81466eea81286.flv	(34, 107)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv	(5, 1)(6, 3)(7, 4)(8, 5)(10, 8)(14, 13)(15, 14)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv	(17, 20)(18, 21)(21, 23)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv	(21, 30)(24, 34)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv	(25, 41)(26, 43)(27, 45)(28, 46)(29, 47)(30, 48)(31, 49)(32, 50)(33, 52)(34, 53)(37, 58)(38, 60)(39, 61)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv	(39, 75)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv	(40, 82)(41, 83)(42, 85)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,3d05bb64144049ccc7bc64001538f7e8ea50bf8b.flv	(5, 18)(7, 19)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,3d05bb64144049ccc7bc64001538f7e8ea50bf8b.flv	(7, 21)(8, 22)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,3d05bb64144049ccc7bc64001538f7e8ea50bf8b.flv	(16, 39)(18, 41)(19, 42)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,3d05bb64144049ccc7bc64001538f7e8ea50bf8b.flv	(21, 52)(22, 54)(23, 55)(24, 56)(25, 57)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,3d05bb64144049ccc7bc64001538f7e8ea50bf8b.flv	(26, 65)(27, 67)(29, 69)(30, 71)(31, 72)(32, 73)(33, 74)(34, 75)(36, 77)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,3d05bb64144049ccc7bc64001538f7e8ea50bf8b.flv	(34, 104)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,3d0a3002441f682c7124806eb9b92c677af2ee9e.flv	(5, 20)(7, 21)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,3d0a3002441f682c7124806eb9b92c677af2ee9e.flv	(7, 23)(8, 24)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,3d0a3002441f682c7124806eb9b92c677af2ee9e.flv	(18, 44)(19, 45)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,3d0a3002441f682c7124806eb9b92c677af2ee9e.flv	(21, 55)(22, 57)(23, 58)(24, 59)(25, 60)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,3d0a3002441f682c7124806eb9b92c677af2ee9e.flv	(26, 68)(27, 70)(29, 72)(30, 74)(31, 75)(32, 76)(33, 77)(34, 78)(36, 79)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,3d0a3002441f682c7124806eb9b92c677af2ee9e.flv	(34, 107)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,42daf76df2f31f0805f2f3f766bb348bb24feac7.flv	(5, 3)(6, 4)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,42daf76df2f31f0805f2f3f766bb348bb24feac7.flv	(7, 6)(8, 7)(9, 8)(10, 9)(12, 10)(13, 11)(14, 12)(15, 14)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,42daf76df2f31f0805f2f3f766bb348bb24feac7.flv	(16, 19)(17, 20)(18, 21)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,42daf76df2f31f0805f2f3f766bb348bb24feac7.flv	(21, 30)(22, 32)(23, 33)(24, 34)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,42daf76df2f31f0805f2f3f766bb348bb24feac7.flv	(26, 42)(27, 43)(29, 44)(30, 45)(32, 46)(33, 47)(34, 48)(37, 50)(38, 51)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,44be6e5e82fced7f458b17c0230118034ffc7a57.flv	(5, 1)(6, 3)(7, 4)(8, 5)(10, 8)(14, 13)(15, 14)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,44be6e5e82fced7f458b17c0230118034ffc7a57.flv	(17, 20)(18, 21)(21, 23)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,44be6e5e82fced7f458b17c0230118034ffc7a57.flv	(21, 30)(24, 34)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,44be6e5e82fced7f458b17c0230118034ffc7a57.flv	(25, 41)(26, 43)(27, 45)(28, 46)(29, 47)(30, 48)(31, 49)(32, 50)(33, 52)(34, 53)(37, 58)(38, 60)(39, 61)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,44be6e5e82fced7f458b17c0230118034ffc7a57.flv	(39, 75)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,44be6e5e82fced7f458b17c0230118034ffc7a57.flv	(40, 82)(41, 83)(42, 85)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,5106b657cb3d1d98dd496150241aa529c80bd479.flv	(5, 19)(7, 20)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,5106b657cb3d1d98dd496150241aa529c80bd479.flv	(7, 22)(8, 23)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,5106b657cb3d1d98dd496150241aa529c80bd479.flv	(16, 39)(18, 42)(19, 43)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,5106b657cb3d1d98dd496150241aa529c80bd479.flv	(21, 53)(23, 55)(24, 56)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,5106b657cb3d1d98dd496150241aa529c80bd479.flv	(26, 64)(27, 65)(29, 67)(30, 68)(31, 69)(32, 70)(33, 71)(34, 72)(36, 74)(37, 76)(38, 77)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,5106b657cb3d1d98dd496150241aa529c80bd479.flv	(34, 103)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,5df28e18b3d8fbdc0f4cd07ef5aefcdc1b4f8d42.flv	(5, 0)(6, 1)(7, 2)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,5df28e18b3d8fbdc0f4cd07ef5aefcdc1b4f8d42.flv	(15, 3)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,5df28e18b3d8fbdc0f4cd07ef5aefcdc1b4f8d42.flv	
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,5df28e18b3d8fbdc0f4cd07ef5aefcdc1b4f8d42.flv	(25, 6)(26, 7)(27, 8)(28, 9)(29, 10)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,5df28e18b3d8fbdc0f4cd07ef5aefcdc1b4f8d42.flv	(32, 10)(33, 11)(34, 12)(35, 13)(36, 14)(36, 15)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,60b45a875979efba30700f8e55728d17f0857212.flv	(5, 52)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,60b45a875979efba30700f8e55728d17f0857212.flv	(7, 53)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,60b45a875979efba30700f8e55728d17f0857212.flv	(19, 54)(20, 54)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,60b45a875979efba30700f8e55728d17f0857212.flv	(25, 55)(26, 56)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,60b45a875979efba30700f8e55728d17f0857212.flv	(34, 57)(35, 58)(36, 59)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,668693ee5770ba3bfd7c6b5374d13c137a7c5942.flv	(5, 20)(7, 21)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,668693ee5770ba3bfd7c6b5374d13c137a7c5942.flv	(7, 23)(8, 24)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,668693ee5770ba3bfd7c6b5374d13c137a7c5942.flv	(18, 44)(19, 45)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,668693ee5770ba3bfd7c6b5374d13c137a7c5942.flv	(21, 55)(22, 57)(23, 58)(24, 59)(25, 60)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,668693ee5770ba3bfd7c6b5374d13c137a7c5942.flv	(26, 68)(27, 70)(29, 72)(30, 74)(31, 75)(32, 76)(33, 77)(34, 78)(36, 79)
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,668693ee5770ba3bfd7c6b5374d13c137a7c5942.flv	(34, 107)
